0 0 -0.0305023 38
 neutron 0 1 1.68767 29.4276 -10.1823 -46.9525
 gamma 0 0 1.66925 0.865172 1.27067 0.650592
 gamma 0 0 1.21644 0.985299 -0.121476 -0.702957
 neutron 0 1 1.14211 -38.6415 7.7864 24.3656
 gamma 0 0 0.80498 -0.352971 -0.694617 0.202266
 neutron 0 1 0.648926 15.3145 -23.766 -20.5056
 gamma 0 0 0.185356 0.170901 0.0612552 -0.0373822
 gamma 0 0 0.111191 0.0991238 -0.00678745 -0.0499174
 neutron 0 1 0.080779 9.87314 -1.11166 7.28603
 Os178[0.0] 76 178 0.713393 -221.995 -139.16 409.641
0.00135391 -0.00702061 0.0354987 40
 proton 1 1 999.963 31.6597 -164.169 1687.73
 neutron 0 1 128.463 -326.916 -105.999 373.888
 neutron 0 1 78.283 98.6729 -378.353 18.5776
 neutron 0 1 62.8393 -339.742 -15.262 -79.8399
 neutron 0 1 48.5852 297.396 -4.14148 72.088
 pi0 0 0 46.1365 -79.9301 -23.0658 -87.5352
 proton 1 1 36.6064 -26.147 79.5878 251.029
 proton 1 1 28.0541 -122.356 -13.514 195.648
 neutron 0 1 27.9402 -229.321 -1.54266 -26.3318
 neutron 0 1 18.1933 26.3762 58.2524 -174.441
 neutron 0 1 17.5209 -178.907 25.7852 -23.6327
 neutron 0 1 15.8987 172.951 -14.5004 -2.47505
 proton 1 1 13.8158 107.516 79.6217 90.651
 proton 1 1 11.0929 134.547 -51.8965 -11.9696
 neutron 0 1 8.87635 -29.8733 76.7107 99.9083
 neutron 0 1 6.8636 -33.7157 -61.1989 89.7923
 neutron 0 1 6.52619 -70.7113 53.0923 66.9871
 neutron 0 1 6.30204 -15.2451 -45.3499 -97.9442
 neutron 0 1 5.47428 -65.487 -75.3991 -18.5277
 neutron 0 1 5.06741 8.46403 59.0701 77.3764
 neutron 0 1 4.38308 -48.7097 -55.8302 52.5922
 neutron 0 1 3.30057 39.8806 64.5173 -21.4509
 neutron 0 1 2.89532 0.187221 70.9393 -20.4117
 neutron 0 1 2.87371 -68.9515 16.6387 19.4209
 neutron 0 1 2.33978 -38.8737 -0.641931 -53.7648
 neutron 0 1 2.25958 -45.5363 44.1507 15.1103
 proton 1 1 2.15462 41.007 -33.7247 35.0564
 neutron 0 1 1.71017 8.57055 -26.6898 49.3027
 gamma 0 0 1.47882 -0.935624 -0.8663 0.749033
 neutron 0 1 1.35078 27.2873 -9.59266 41.2735
 gamma 0 0 1.30673 1.30569 0.041371 -0.0314311
 neutron 0 1 1.1184 42.8773 7.62906 -14.3601
 gamma 0 0 0.835305 0.308833 0.417564 0.654215
 neutron 0 1 0.65755 -30.6393 14.6345 9.11689
 neutron 0 1 0.467727 -6.32551 -7.57318 -27.9602
 gamma 0 0 0.379497 -0.315466 0.167079 -0.12878
 neutron 0 1 0.191734 8.99574 14.0381 -9.07407
 deuteron 1 2 0.507704 -23.2628 -28.2547 -23.7756
 alpha 2 4 16.7499 -11.4916 46.4755 -350.508
 Hf161[0.0] 72 161 6.78888 808.714 77.4594 1172.68
-0.00163755 -0.000756256 0.0334764 33
 proton 1 1 999.997 -34.1538 -19.0016 1695.58
 pi+ 1 0 486.487 -259.173 273.918 479.861
 neutron 0 1 72.0535 249.897 -82.284 267.152
 proton 1 1 16.0872 -56.2283 98.1551 132.857
 neutron 0 1 15.2527 135.61 -102.345 -5.46558
 neutron 0 1 10.5771 137.254 30.3542 -15.0849
 neutron 0 1 9.13129 1.06112 -84.1648 100.784
 neutron 0 1 7.37985 -85.1761 69.5671 -42.7507
 neutron 0 1 6.90285 9.7081 0.305195 -113.687
 neutron 0 1 6.30553 -27.6887 95.097 45.5913
 neutron 0 1 6.15617 -20.3296 -18.8435 104.105
 neutron 0 1 5.94086 -18.5245 -25.1564 101.109
 neutron 0 1 5.67959 8.89711 -100.769 21.7112
 neutron 0 1 5.66523 -25.9014 18.5439 98.3008
 neutron 0 1 5.60256 46.2258 -9.90915 -91.2377
 neutron 0 1 5.04722 -10.4482 -64.8291 -72.0964
 neutron 0 1 4.46668 65.1524 45.4704 45.8369
 neutron 0 1 4.14363 -56.5061 -67.1912 9.79842
 neutron 0 1 3.77434 51.2354 -49.6569 -44.8982
 neutron 0 1 3.38761 -21.2226 68.0027 -36.0897
 neutron 0 1 2.47239 40.9204 -52.2691 15.6696
 gamma 0 0 2.11587 -0.74022 0.349491 1.95111
 neutron 0 1 1.97753 31.8607 36.0281 -37.5076
 gamma 0 0 1.25071 0.608326 0.497684 0.972896
 gamma 0 0 0.831477 0.436272 -0.094289 0.70152
 gamma 0 0 0.756609 -0.50435 0.50359 0.253941
 gamma 0 0 0.420739 -0.412424 0.0741764 -0.0377647
 gamma 0 0 0.37844 -0.192928 -0.307849 0.105944
 neutron 0 1 0.327118 11.2105 -8.49943 20.4179
 gamma 0 0 0.239672 0.14148 0.107635 0.16075
 neutron 0 1 0.10021 3.41853 2.85435 12.9802
 alpha 2 4 2.1136 -29.6467 38.1687 -115.867
 Os172[0.0] 76 172 2.2462 -215.099 -130.679 809.988
0 0 -0.0203515 32
 proton 1 1 1000 0 0 1696.04
 proton 1 1 268.845 449.941 -465.101 397.505
 proton 1 1 95.5122 -414.665 -121.41 40.8388
 neutron 0 1 81.122 -107.543 -217.131 316.715
 proton 1 1 71.6025 166.49 -38.048 332.153
 proton 1 1 64.3589 -107.31 216.925 257.57
 proton 1 1 60.4916 223.35 61.2405 252.069
 neutron 0 1 45.3978 -140.421 109.132 -236.097
 neutron 0 1 25.3327 45.7169 -214.611 -9.8537
 proton 1 1 22.4741 2.24056 -194.684 69.0802
 neutron 0 1 10.3341 33.5682 -124.812 53.1137
 neutron 0 1 8.65003 85.2646 -95.0151 5.60621
 neutron 0 1 8.31007 -12.7549 -36.5648 119.101
 neutron 0 1 8.07827 -106.441 0.620053 62.5723
 neutron 0 1 6.56177 -96.8161 -54.239 -7.63306
 neutron 0 1 6.10938 4.35927 91.5879 55.7702
 neutron 0 1 4.94328 66.868 9.27546 68.9647
 neutron 0 1 4.21448 -31.1466 -76.4044 33.6093
 neutron 0 1 3.54667 -35.621 64.1783 -35.91
 gamma 0 0 3.14129 -2.2987 0.576096 -2.062
 neutron 0 1 2.22437 6.49008 -63.0128 13.1183
 neutron 0 1 1.86527 -3.03393 58.0744 -11.2572
 neutron 0 1 0.799211 -11.0824 36.8501 4.65939
 neutron 0 1 0.767088 19.8639 -28.3916 -15.5366
 gamma 0 0 0.756483 -0.322803 -0.669528 -0.140698
 neutron 0 1 0.674893 -32.5124 -0.661824 14.5317
 neutron 0 1 0.51384 -15.3158 3.25853 26.8448
 neutron 0 1 0.458241 -19.6158 -16.5522 14.232
 neutron 0 1 0.222935 12.3447 13.733 -8.83102
 neutron 0 1 0.16529 -13.8712 -8.62285 -6.62313
 gamma 0 0 0.111394 0.0579524 0.0882334 -0.0355656
 W171[0.0] 74 171 3.77446 34.2175 1090.4 -108.037
0 0 0.0121258 40
 proton 1 1 1000 0 0 1696.04
 proton 1 1 247.878 -345.406 356.486 529.349
 neutron 0 1 82.0244 72.8112 -222.938 325.361
 proton 1 1 78.9377 133.896 -39.2953 -367.272
 neutron 0 1 70.3247 -302.676 111.57 181.754
 proton 1 1 54.332 -311.883 -72.5492 48.7229
 neutron 0 1 40.2193 -194.501 -192.378 -48.531
 neutron 0 1 23.4728 206.703 34.142 -27.7056
 neutron 0 1 22.6246 -45.4347 150.357 135.48
 neutron 0 1 18.3625 34.2388 166.628 -76.847
 neutron 0 1 18.305 108.134 -121.708 -90.7018
 proton 1 1 16.1053 112.977 102.117 85.3824
 proton 1 1 13.7549 -21.376 -34.7101 156.01
 neutron 0 1 12.7379 -63.0411 92.4069 107.635
 neutron 0 1 10.8797 59.7578 -104.964 77.293
 neutron 0 1 9.05671 -89.85 -1.21229 95.0067
 neutron 0 1 6.22837 82.7297 26.0846 64.9469
 neutron 0 1 5.59348 64.2011 62.4248 50.2348
 neutron 0 1 5.45178 65.8184 33.5883 69.3837
 neutron 0 1 4.79177 -54.6573 60.2782 -49.0556
 neutron 0 1 4.51501 -49.1752 65.407 42.5253
 neutron 0 1 4.38322 37.8995 5.29383 82.4104
 neutron 0 1 3.62314 12.7078 80.7525 -11.7907
 proton 1 1 3.32888 -31.2236 -8.79364 -72.1501
 neutron 0 1 2.66629 33.5545 -50.5271 36.5859
 neutron 0 1 2.43237 -53.0857 -19.5891 37.0788
 gamma 0 0 2.10076 1.75116 -0.490854 -1.05152
 gamma 0 0 1.6264 -0.710273 -0.227909 -1.44525
 gamma 0 0 1.56994 0.512778 -0.810091 -1.24319
 gamma 0 0 1.33113 -0.316479 -1.28587 -0.135248
 neutron 0 1 0.968281 18.2085 -36.2716 -13.164
 neutron 0 1 0.79996 26.9992 -14.117 23.9922
 neutron 0 1 0.594598 -3.67941 29.3798 15.5232
 gamma 0 0 0.444307 0.351399 -0.0834007 -0.258789
 gamma 0 0 0.39268 0.25319 -0.299968 0.0105509
 neutron 0 1 0.0488556 2.95668 -7.93859 4.47721
 alpha 2 4 0.589452 -7.65497 -53.6039 -38.2444
 deuteron 1 2 1.97403 6.21242 77.0241 -37.9161
 deuteron 1 2 0.0734221 -15.1024 -6.49413 -2.27441
 Yb161[0.0] 70 161 2.02352 507.099 -463.654 366.66
0 0 0.0326312 6
 proton 1 1 1000 0 0 1696.04
 neutron 0 1 614.196 -667.103 88.8057 1038.5
 proton 1 1 369.711 676.64 -187.141 581.035
 gamma 0 0 0.99598 0.226343 0.564437 0.788769
 neutron 0 1 0.208848 -7.62567 -6.55389 17.0702
 Au195[0.0] 79 195 0.0394541 -2.13538 104.324 58.6443
0 0 -0.0496447 23
 proton 1 1 1000 0 0 1696.04
 neutron 0 1 501.696 -633.095 52.7984 889.3
 neutron 0 1 131.814 137.561 409.46 280.161
 neutron 0 1 98.3359 -17.7252 -415.387 -146.954
 proton 1 1 48.8339 242.233 -117.686 146.618
 neutron 0 1 37.3357 214.734 11.0134 159.124
 neutron 0 1 6.67105 70.8053 -85.4504 -16.2821
 neutron 0 1 5.23053 18.9688 8.76373 -97.0546
 neutron 0 1 4.11501 -49.6551 -72.6474 -2.51009
 neutron 0 1 3.11687 17.5502 -19.4726 -71.969
 neutron 0 1 2.59323 -61.1317 33.8013 0.352055
 proton 1 1 2.31383 34.2741 -25.6483 50.1478
 neutron 0 1 1.76351 52.4441 15.6818 -17.9071
 neutron 0 1 1.35406 43.6426 18.0308 -17.7906
 neutron 0 1 1.15083 -1.34473 24.3595 39.6066
 neutron 0 1 0.782915 -23.7162 -13.0148 27.2024
 neutron 0 1 0.767871 31.6893 11.422 17.5739
 neutron 0 1 0.72959 -36.9167 -2.02643 -2.14002
 gamma 0 0 0.681846 -0.339163 -0.481692 -0.343302
 gamma 0 0 0.572155 0.248476 0.231396 0.460518
 neutron 0 1 0.457795 -8.40569 -3.32 -27.9068
 deuteron 1 2 6.47685 -62.4645 -101.112 101.058
 Ir178[0.0] 77 178 0.671751 30.6426 270.686 385.292
0 0 -0.0443798 20
 proton 1 1 1000 0 0 1696.04
 neutron 0 1 380.748 -384.838 -442.484 718.716
 neutron 0 1 175.673 475.417 -97.1996 354.266
 proton 1 1 139.475 -164.127 76.7665 498.351
 neutron 0 1 28.9198 -59.75 211.721 82.3689
 neutron 0 1 14.7796 133.273 -91.2448 43.6339
 pi0 0 0 12.7887 4.24767 -39.2528 -45.355
 gamma 0 0 2.86286 -0.916605 1.80947 -2.0203
 neutron 0 1 2.66593 45.6257 -8.17381 -53.5558
 gamma 0 0 2.26418 -2.26198 0.00871487 0.0993462
 neutron 0 1 2.10388 53.636 2.63942 32.7736
 gamma 0 0 1.95145 -0.339457 -1.76596 -0.757828
 neutron 0 1 1.17094 40.7089 -20.0195 11.9884
 neutron 0 1 1.15343 -43.2954 3.70576 16.7496
 gamma 0 0 0.946093 0.0748376 0.139229 -0.932795
 neutron 0 1 0.768556 28.192 25.4834 -0.783382
 neutron 0 1 0.660616 20.149 -25.8237 12.9991
 neutron 0 1 0.492457 -9.94975 17.5447 22.7776
 neutron 0 1 0.297173 6.47431 4.88728 22.1971
 Au185[0.0] 79 185 0.481616 -142.321 381.262 -17.4798
0 0 -0.0368631 36
 proton 1 1 1000 0 0 1696.04
 neutron 0 1 167.212 -324.339 -17.6075 486.484
 proton 1 1 155.718 -74.1016 -173.07 530.108
 neutron 0 1 83.5892 192.247 -86.1371 345.953
 neutron 0 1 52.1651 -226.414 165.249 148.914
 proton 1 1 51.745 192.436 -107.869 226.079
 proton 1 1 43.0557 -77.5507 260.712 -93.0848
 neutron 0 1 26.3037 125.977 76.8098 168.375
 proton 1 1 25.4415 216.731 34.6916 -14.6077
 proton 1 1 23.2238 -150.59 -144.491 23.7683
 neutron 0 1 21.2637 152.591 13.8609 -130.128
 neutron 0 1 18.5346 -140.355 -120.712 30.022
 neutron 0 1 16.5786 -76.3541 -136.804 82.9634
 neutron 0 1 16.2944 112.433 126.841 46.4214
 neutron 0 1 14.9044 -6.28885 105.397 -130.695
 proton 1 1 13.5456 -142.402 -72.2578 10.1437
 neutron 0 1 11.0073 121.958 -74.0681 -21.1079
 neutron 0 1 10.6465 131.778 -17.13 49.6056
 neutron 0 1 5.55535 -33.9925 -29.7092 91.8258
 neutron 0 1 4.99786 -73.6637 13.3286 61.7465
 neutron 0 1 4.5916 64.7392 17.7728 -64.3605
 proton 1 1 4.36809 -3.02326 -18.6826 88.6443
 neutron 0 1 4.09599 65.1471 -38.6807 -44.4222
 neutron 0 1 3.54628 72.8602 9.08733 35.8513
 neutron 0 1 2.97438 24.7329 -8.51819 70.0987
 neutron 0 1 2.87897 11.3788 54.2681 -48.4122
 neutron 0 1 2.02636 44.4185 -23.3538 35.9653
 neutron 0 1 0.861151 1.89424 26.1997 -30.4786
 gamma 0 0 0.750641 0.0245751 -0.0376836 -0.749291
 gamma 0 0 0.284971 -0.0713801 -0.0311435 0.274123
 neutron 0 1 0.183149 -9.26623 11.8143 10.8975
 gamma 0 0 0.179586 0.00361654 -0.151333 0.0966238
 neutron 0 1 0.121478 -12.787 -1.78605 -7.84805
 gamma 0 0 0.0956871 0.0751168 -0.0310095 0.0505163
 neutron 0 1 0.0807492 -6.28183 0.903879 -10.5578
 Ta168[0.0] 73 168 0.37542 -173.945 154.192 -251.801
0 0 -0.0437085 31
 proton 1 1 1000 0 0 1696.04
 proton 1 1 198.425 -338.856 165.488 519.15
 neutron 0 1 162.289 -70.8761 45.8032 569.367
 proton 1 1 154.519 351.789 335.903 277.941
 neutron 0 1 97.3337 56.4374 298.943 315.951
 proton 1 1 60.8447 10.8578 -312.932 140.838
 neutron 0 1 48.7806 -213.841 127.506 -179.05
 proton 1 1 42.6702 -134.595 -149.482 203.551
 neutron 0 1 7.94864 -78.1525 80.4564 49.1799
 neutron 0 1 5.68805 54.8408 -60.5116 63.6536
 neutron 0 1 5.43137 -88.6395 18.4129 -45.1636
 neutron 0 1 5.37632 -36.3907 69.1716 -63.4249
 neutron 0 1 5.20933 -50.2579 -83.7889 -16.4227
 proton 1 1 3.69581 -69.3681 -44.7267 11.6879
 neutron 0 1 3.69326 39.4531 30.4228 -66.8705
 neutron 0 1 2.91473 -71.411 19.406 -3.08962
 neutron 0 1 2.69104 67.1819 -9.43717 -21.4846
 neutron 0 1 2.58243 -44.8661 52.851 7.29349
 gamma 0 0 2.0054 -1.02152 0.942247 1.44579
 neutron 0 1 1.89477 19.477 -48.1094 29.5
 neutron 0 1 1.40956 -24.9502 -41.8471 -16.6442
 neutron 0 1 1.31738 -34.125 -0.933494 36.22
 neutron 0 1 1.30512 -35.6927 -12.875 -31.8506
 neutron 0 1 1.02288 1.48376 -5.59093 -43.4709
 gamma 0 0 0.774287 -0.621982 -0.404922 0.220675
 gamma 0 0 0.701166 -0.353058 -0.257974 -0.548118
 gamma 0 0 0.344291 -0.268497 -0.0034541 0.215485
 neutron 0 1 0.166452 10.9655 -9.4963 -10.1188
 neutron 0 1 0.0927631 8.83138 -6.26341 7.55639
 neutron 0 1 0.041252 8.63055 -0.229227 1.72651
 Re173[0.0] 75 173 2.02773 664.341 -458.42 -41.3202
-2.77519e-05 0.000305943 -0.0311234 24
 proton 1 1 999.994 -5.83293 64.3035 1694.8
 pi0 0 0 376.177 268.195 -76.9212 406.465
 proton 1 1 186.956 -430.961 125.221 429.389
 neutron 0 1 105.862 -368.386 -150.956 227.242
 proton 1 1 29.9689 66.0746 67.3479 -219.624
 proton 1 1 13.5651 -0.11873 77.2821 -140.239
 neutron 0 1 4.98436 -48.8882 -55.9655 -62.2005
 neutron 0 1 4.41978 -37.0878 -31.7721 -77.0707
 gamma 0 0 3.76735 -3.24109 -1.67531 0.938936
 neutron 0 1 3.35204 -56.2718 -56.0673 0.300571
 neutron 0 1 2.45489 38.1581 47.4682 30.1629
 gamma 0 0 2.39148 -0.225075 2.23395 0.823379
 neutron 0 1 2.13739 -47.3442 -41.7233 6.22113
 neutron 0 1 1.94074 -58.7208 12.3363 -7.09651
 neutron 0 1 1.74815 45.4693 23.6586 25.7074
 neutron 0 1 0.753432 23.8939 23.6438 16.9239
 gamma 0 0 0.704592 -0.494891 0.0599755 0.497932
 neutron 0 1 0.496559 -8.57311 -2.4747 29.2185
 neutron 0 1 0.42369 15.6739 4.85999 22.9578
 neutron 0 1 0.371686 -0.302659 -24.871 8.9401
 gamma 0 0 0.308685 -0.240306 0.0864206 -0.17341
 neutron 0 1 0.148709 15.8089 0.425494 5.41869
 neutron 0 1 0.129239 8.42193 -12.4759 4.03693
 Ir181[0.0] 77 181 3.91321 573.328 134.583 985.962
-0.00110813 -0.000140969 0.0169009 37
 proton 1 1 999.996 -52.7477 -6.71022 1695.2
 neutron 0 1 201.376 158.87 -134.116 612.974
 neutron 0 1 88.0073 -93.8074 386.855 -121.102
 pi0 0 0 86.7384 73.9872 -108.732 116.799
 neutron 0 1 41.2707 -126.17 -244.225 60.7598
 proton 1 1 40.947 -53.4807 83.9894 261.918
 proton 1 1 22.7592 103.771 91.1056 155.428
 neutron 0 1 18.1833 -1.80291 -178.089 52.7317
 neutron 0 1 15.6817 8.18895 50.4707 164.619
 neutron 0 1 13.4706 48.7156 96.6262 117.408
 neutron 0 1 12.515 -92.0716 -100.221 71.7808
 neutron 0 1 11.069 103.889 74.1752 68.0282
 proton 1 1 10.3926 57.1226 -127.421 10.5379
 neutron 0 1 9.4002 72.5204 108.45 -27.0548
 neutron 0 1 7.79437 92.6717 77.0608 -13.4534
 neutron 0 1 5.66001 -53.0261 86.0196 21.3728
 proton 1 1 5.26062 7.61965 -38.9595 91.2336
 neutron 0 1 5.18717 67.1992 63.9453 34.1984
 neutron 0 1 3.75774 1.08246 -74.2755 -39.4636
 neutron 0 1 3.47035 23.8339 41.203 65.3264
 neutron 0 1 3.01985 65.1156 -30.8164 -22.2289
 neutron 0 1 2.68308 20.0122 -17.2049 65.974
 neutron 0 1 2.43132 -41.2 0.202518 -53.6396
 proton 1 1 2.26682 -59.0215 -21.3955 17.8219
 neutron 0 1 1.57312 52.3954 -12.0678 8.22569
 neutron 0 1 1.37143 18.1549 -14.9155 -45.0211
 neutron 0 1 1.05826 21.7819 22.6523 -31.6568
 neutron 0 1 1.04507 35.2098 3.85233 -26.6521
 neutron 0 1 1.00273 -29.1913 -13.2861 -29.2682
 neutron 0 1 0.681787 -0.837777 -28.3836 21.8014
 gamma 0 0 0.245054 -0.0486103 -0.197172 -0.137157
 neutron 0 1 0.229053 -16.7395 -6.80746 10.1942
 neutron 0 1 0.160768 10.1905 -13.461 -4.13361
 alpha 2 4 3.0034 20.87 119.892 87.1165
 alpha 2 4 5.93333 -29.5652 -133.069 160.268
 deuteron 1 2 10.874 -77.2701 164.382 -88.979
 Yb158[0.0] 70 158 0.794316 -441.719 -179.949 -78.5301
0 0 -0.0412204 37
 proton 1 1 1000 0 0 1696.04
 neutron 0 1 201.802 -50.9944 132.156 632.354
 proton 1 1 141.977 353.518 114.079 385.479
 proton 1 1 96.5286 -319.291 -97.1344 -281.205
 neutron 0 1 91.9858 -45.8618 -346.489 243.221
 proton 1 1 44.3286 169.764 29.697 235.474
 proton 1 1 29.6873 111.643 -168.941 -124.842
 neutron 0 1 24.4702 -72.6475 195.361 -56.0162
 neutron 0 1 19.6147 -81.4422 163.668 61.8324
 neutron 0 1 12.6568 120.297 -63.6385 -73.6386
 proton 1 1 11.6994 40.7513 129.782 59.8953
 neutron 0 1 11.409 105.383 -94.3401 -39.5413
 neutron 0 1 9.92673 126.33 -50.0223 17.0477
 neutron 0 1 9.80127 -24.5911 28.1831 -130.824
 neutron 0 1 6.96757 88.4137 -56.0768 46.6897
 neutron 0 1 5.3538 -39.9604 -86.4103 32.0248
 neutron 0 1 2.4535 -25.388 61.4098 -14.1686
 neutron 0 1 2.16569 55.2227 29.4424 12.5664
 neutron 0 1 1.93892 -35.0022 43.2835 -23.4227
 neutron 0 1 1.91645 6.3227 -57.9031 -14.5666
 neutron 0 1 1.87941 47.3163 -9.44006 -34.7454
 neutron 0 1 1.76413 -53.1241 20.482 8.74468
 gamma 0 0 1.54232 1.19168 0.413206 -0.887644
 neutron 0 1 1.53609 35.6211 32.93 23.1436
 neutron 0 1 1.17776 -1.49529 -46.9615 -2.63281
 proton 1 1 1.16222 22.8004 40.5238 -4.50207
 neutron 0 1 1.15222 30.9007 5.23745 34.4125
 neutron 0 1 0.895703 -5.55801 -38.8901 11.8581
 neutron 0 1 0.570148 7.7613 30.222 -9.90473
 neutron 0 1 0.423501 -27.3851 4.48066 5.09635
 neutron 0 1 0.395704 25.871 -1.1757 8.54669
 neutron 0 1 0.26885 1.17686 19.0363 -11.8959
 gamma 0 0 0.16558 -0.164198 0.0211886 -0.00260392
 neutron 0 1 0.0925129 1.60908 13.0783 -0.46998
 deuteron 1 2 7.30129 17.8425 80.4085 143.73
 deuteron 1 2 5.28051 22.3732 -131.259 45.8991
 Hf163[0.0] 72 163 2.10262 -609.206 74.7887 511.288
0 0 0.0346371 31
 proton 1 1 1000 0 0 1696.04
 proton 1 1 169.941 356.047 -216.935 417.075
 neutron 0 1 165.626 -289.941 450.58 227.105
 neutron 0 1 95.8639 41.0174 152.748 405.36
 proton 1 1 62.223 -157.669 87.0597 296.98
 neutron 0 1 45.8574 -89.83 47.1957 -279.246
 pi+ 1 0 43.1584 57.1888 -101.172 20.0904
 neutron 0 1 30.424 -188.113 68.3499 134.306
 proton 1 1 14.8187 -56.3786 -148.954 -51.5909
 neutron 0 1 5.73917 -33.2674 11.7251 97.8437
 neutron 0 1 5.36648 6.91662 100.173 5.53984
 neutron 0 1 4.54705 17.8838 -71.0103 56.594
 neutron 0 1 4.12983 -47.066 31.774 -67.4741
 neutron 0 1 3.40259 -61.7575 50.899 -0.887969
 neutron 0 1 3.37329 -26.7338 27.7521 -69.7521
