"","alpha_x","beta_x","r_nucleus","D_t","specific_energy","let","alpha","beta","alpha_sigma","beta_sigma","cell","particle","RBE_alpha"
"34",0.34,0.03,4.5,6,15.2159,13.2332,0.475746,0.0181218,0,0,"ARPE19","He",1.39925294117647
"35",0.34,0.03,4.5,6,13.5792,14.5285,0.482343,0.0174872,0,0,"ARPE19","He",1.41865588235294
"36",0.34,0.03,4.5,6,12.1219,15.9505,0.489303,0.0168165,0,0,"ARPE19","He",1.43912647058824
"37",0.34,0.03,4.5,6,10.8174,17.5117,0.496814,0.0161129,0,0,"ARPE19","He",1.46121764705882
"38",0.34,0.03,4.5,6,9.62763,19.2258,0.504903,0.0153521,0,0,"ARPE19","He",1.48500882352941
"39",0.34,0.03,4.5,6,8.58027,21.1076,0.513417,0.0145478,0,0,"ARPE19","He",1.51005
"40",0.34,0.03,4.5,6,7.64628,23.1736,0.522456,0.0136892,0,0,"ARPE19","He",1.53663529411765
"41",0.34,0.03,4.5,6,6.80913,25.4419,0.532117,0.0127691,0,0,"ARPE19","He",1.56505
"42",0.34,0.03,4.5,6,6.06977,27.9321,0.542311,0.0117918,0,0,"ARPE19","He",1.59503235294118
"43",0.34,0.03,4.5,6,5.40612,30.6661,0.553218,0.0107433,0,0,"ARPE19","He",1.62711176470588
"44",0.34,0.03,4.5,6,4.8081,33.6677,0.56491,0.00961345,0,0,"ARPE19","He",1.6615
"45",0.34,0.03,4.5,6,4.26771,36.9631,0.577479,0.00839613,0,0,"ARPE19","He",1.69846764705882
"46",0.34,0.03,4.5,6,3.79522,40.581,0.590507,0.00712412,0,0,"ARPE19","He",1.73678529411765
"47",0.34,0.03,4.5,6,3.37518,44.5531,0.60398,0.00579887,0,0,"ARPE19","He",1.77641176470588
"48",0.34,0.03,4.5,6,2.99611,48.914,0.617702,0.00443519,0,0,"ARPE19","He",1.81677058823529
"49",0.34,0.03,4.5,6,2.66595,53.7017,0.630426,0.00313639,0,0,"ARPE19","He",1.85419411764706
"50",0.34,0.03,4.5,6,2.35457,58.958,0.641444,0.00196057,0,0,"ARPE19","He",1.8866
"51",0.34,0.03,4.5,6,2.01885,64.7288,0.648526,0.00109631,0,0,"ARPE19","He",1.90742941176471
"52",0.34,0.03,4.5,6,1.77592,71.0644,0.650135,0.000659002,0,0,"ARPE19","He",1.91216176470588
"53",0.34,0.03,4.5,6,1.56138,78.0202,0.6492,0.00040924,0,0,"ARPE19","He",1.90941176470588
"54",0.34,0.03,4.5,6,1.36875,85.6568,0.645978,0.000333067,0,0,"ARPE19","He",1.89993529411765
"55",0.34,0.03,4.5,6,1.20063,94.0409,0.643342,0.000148668,0,0,"ARPE19","He",1.89218235294118
"56",0.34,0.03,4.5,6,1.04925,103.246,0.637811,0.000209731,0,0,"ARPE19","He",1.87591470588235
"57",0.34,0.03,4.5,6,0.911643,113.351,0.632645,0.000186157,0,0,"ARPE19","He",1.86072058823529
"58",0.34,0.03,4.5,6,0.791541,124.446,0.627006,0.000160488,0,0,"ARPE19","He",1.84413529411765
"59",0.34,0.03,4.5,6,0.682721,136.627,0.61723,0.000543476,0,0,"ARPE19","He",1.81538235294118
"60",0.34,0.03,4.5,6,0.586436,150,0.615324,0,0,0,"ARPE19","He",1.80977647058824
"61",0.34,0.03,4.5,6,35.3903,15,0.451381,0.0202433,0,0,"ARPE19","Li",1.32759117647059
"62",0.34,0.03,4.5,6,31.7426,16.4015,0.455972,0.0197952,0,0,"ARPE19","Li",1.34109411764706
"63",0.34,0.03,4.5,6,28.4201,17.9338,0.460787,0.0193189,0,0,"ARPE19","Li",1.35525588235294
"64",0.34,0.03,4.5,6,25.4675,19.6094,0.465758,0.0188191,0,0,"ARPE19","Li",1.36987647058824
"65",0.34,0.03,4.5,6,22.8237,21.4415,0.470915,0.018292,0,0,"ARPE19","Li",1.38504411764706
"66",0.34,0.03,4.5,6,20.4934,23.4448,0.476194,0.0177415,0,0,"ARPE19","Li",1.40057058823529
"67",0.34,0.03,4.5,6,18.3744,25.6352,0.481713,0.017155,0,0,"ARPE19","Li",1.41680294117647
"68",0.34,0.03,4.5,6,16.4924,28.0303,0.487383,0.0165387,0,0,"ARPE19","Li",1.43347941176471
"69",0.34,0.03,4.5,6,14.7934,30.6492,0.493267,0.0158841,0,0,"ARPE19","Li",1.45078529411765
"70",0.34,0.03,4.5,6,13.2665,33.5128,0.499348,0.01519,0,0,"ARPE19","Li",1.46867058823529
"71",0.34,0.03,4.5,6,11.9006,36.6439,0.505776,0.0144663,0,0,"ARPE19","Li",1.48757647058824
"72",0.34,0.03,4.5,6,10.6848,40.0675,0.512685,0.0137216,0,0,"ARPE19","Li",1.50789705882353
"73",0.34,0.03,4.5,6,9.55217,43.811,0.520144,0.0129143,0,0,"ARPE19","Li",1.52983529411765
"74",0.34,0.03,4.5,6,8.55177,47.9043,0.527861,0.0120676,0,0,"ARPE19","Li",1.55253235294118
"75",0.34,0.03,4.5,6,7.67132,52.38,0.535815,0.0111852,0,0,"ARPE19","Li",1.57592647058824
"76",0.34,0.03,4.5,6,6.87496,57.2738,0.54416,0.0102482,0,0,"ARPE19","Li",1.60047058823529
"77",0.34,0.03,4.5,6,6.15937,62.6249,0.552832,0.00925762,0,0,"ARPE19","Li",1.62597647058824
"78",0.34,0.03,4.5,6,5.50263,68.476,0.562104,0.00820106,0,0,"ARPE19","Li",1.65324705882353
"79",0.34,0.03,4.5,6,4.92384,74.8737,0.571439,0.00710287,0,0,"ARPE19","Li",1.68070294117647
"80",0.34,0.03,4.5,6,4.40658,81.8691,0.580947,0.00596946,0,0,"ARPE19","Li",1.70866764705882
"81",0.34,0.03,4.5,6,3.93699,89.5181,0.590541,0.00480084,0,0,"ARPE19","Li",1.73688529411765
"82",0.34,0.03,4.5,6,3.52447,97.8818,0.599492,0.00365675,0,0,"ARPE19","Li",1.76321176470588
"83",0.34,0.03,4.5,6,3.15414,107.027,0.607325,0.00257698,0,0,"ARPE19","Li",1.78625
"84",0.34,0.03,4.5,6,2.817,117.026,0.612936,0.00165197,0,0,"ARPE19","Li",1.80275294117647
"85",0.34,0.03,4.5,6,2.51864,127.96,0.614623,0.00101558,0,0,"ARPE19","Li",1.80771470588235
"86",0.34,0.03,4.5,6,2.20325,139.916,0.613424,0.000587269,0,0,"ARPE19","Li",1.80418823529412
"87",0.34,0.03,4.5,6,1.8911,152.988,0.609406,0.000369085,0,0,"ARPE19","Li",1.79237058823529
"88",0.34,0.03,4.5,6,1.65793,167.282,0.604084,0.000183678,0,0,"ARPE19","Li",1.77671764705882
"89",0.34,0.03,4.5,6,1.45149,182.911,0.597052,0.000116208,0,0,"ARPE19","Li",1.75603529411765
"90",0.34,0.03,4.5,6,1.26999,200,0.589005,9.00291e-05,0,0,"ARPE19","Li",1.73236764705882
"91",0.34,0.03,4.5,6,70.0545,15,0.43572,0.021642,0,0,"ARPE19","Be",1.28152941176471
"92",0.34,0.03,4.5,6,61.9193,16.5281,0.439867,0.0212394,0,0,"ARPE19","Be",1.29372647058824
"93",0.34,0.03,4.5,6,54.845,18.212,0.444122,0.0208195,0,0,"ARPE19","Be",1.30624117647059
"94",0.34,0.03,4.5,6,48.6743,20.0673,0.448485,0.0203811,0,0,"ARPE19","Be",1.31907352941176
"95",0.34,0.03,4.5,6,43.1178,22.1117,0.453048,0.0199145,0,0,"ARPE19","Be",1.33249411764706
"96",0.34,0.03,4.5,6,38.2667,24.3644,0.457723,0.0194258,0,0,"ARPE19","Be",1.34624411764706
"97",0.34,0.03,4.5,6,34.0105,26.8465,0.462514,0.0189131,0,0,"ARPE19","Be",1.36033529411765
"98",0.34,0.03,4.5,6,30.1719,29.5815,0.467511,0.0183656,0,0,"ARPE19","Be",1.37503235294118
"99",0.34,0.03,4.5,6,26.5084,32.5951,0.47297,0.017756,0,0,"ARPE19","Be",1.39108823529412
"100",0.34,0.03,4.5,6,23.5709,35.9158,0.47821,0.0171463,0,0,"ARPE19","Be",1.4065
"101",0.34,0.03,4.5,6,21.0924,39.5748,0.483356,0.0165219,0,0,"ARPE19","Be",1.42163529411765
"102",0.34,0.03,4.5,6,18.9068,43.6065,0.488534,0.0158674,0,0,"ARPE19","Be",1.43686470588235
"103",0.34,0.03,4.5,6,17.0485,48.0489,0.493546,0.0151986,0,0,"ARPE19","Be",1.45160588235294
"104",0.34,0.03,4.5,6,15.3578,52.944,0.498618,0.0144886,0,0,"ARPE19","Be",1.46652352941176
"105",0.34,0.03,4.5,6,13.8375,58.3377,0.503669,0.0137401,0,0,"ARPE19","Be",1.48137941176471
"106",0.34,0.03,4.5,6,12.4314,64.2809,0.508801,0.0129369,0,0,"ARPE19","Be",1.49647352941176
"107",0.34,0.03,4.5,6,11.1427,70.8296,0.51482,0.0121211,0,0,"ARPE19","Be",1.51417647058824
"108",0.34,0.03,4.5,6,9.97082,78.0454,0.521056,0.0112567,0,0,"ARPE19","Be",1.53251764705882
"109",0.34,0.03,4.5,6,8.89391,85.9964,0.527605,0.0103338,0,0,"ARPE19","Be",1.55177941176471
"110",0.34,0.03,4.5,6,7.92719,94.7573,0.534255,0.00936053,0,0,"ARPE19","Be",1.57133823529412
"111",0.34,0.03,4.5,6,7.03306,104.411,0.541331,0.00831849,0,0,"ARPE19","Be",1.59215
"112",0.34,0.03,4.5,6,6.22288,115.048,0.548546,0.00721329,0,0,"ARPE19","Be",1.61337058823529
"113",0.34,0.03,4.5,6,5.49958,126.768,0.555892,0.00606945,0,0,"ARPE19","Be",1.63497647058824
"114",0.34,0.03,4.5,6,4.8585,139.683,0.562822,0.00489342,0,0,"ARPE19","Be",1.65535882352941
"115",0.34,0.03,4.5,6,4.27525,153.913,0.569483,0.00369975,0,0,"ARPE19","Be",1.67495
"116",0.34,0.03,4.5,6,3.767,169.593,0.574745,0.00257433,0,0,"ARPE19","Be",1.69042647058824
"117",0.34,0.03,4.5,6,3.31408,186.871,0.577667,0.00159353,0,0,"ARPE19","Be",1.69902058823529
"118",0.34,0.03,4.5,6,2.92237,205.909,0.576223,0.000925836,0,0,"ARPE19","Be",1.69477352941176
"119",0.34,0.03,4.5,6,2.57181,226.886,0.570767,0.00053638,0,0,"ARPE19","Be",1.67872647058824
"120",0.34,0.03,4.5,6,2.22349,250,0.562755,0.000301578,0,0,"ARPE19","Be",1.65516176470588
"121",0.34,0.03,4.5,6,126.761,15,0.425066,0.0225908,0,0,"ARPE19","B",1.25019411764706
"122",0.34,0.03,4.5,6,110.115,16.6324,0.428982,0.0222132,0,0,"ARPE19","B",1.26171176470588
"123",0.34,0.03,4.5,6,96.152,18.4424,0.432957,0.0218229,0,0,"ARPE19","B",1.27340294117647
"124",0.34,0.03,4.5,6,83.9456,20.4494,0.437083,0.0214106,0,0,"ARPE19","B",1.28553823529412
"125",0.34,0.03,4.5,6,73.4253,22.6748,0.441322,0.020978,0,0,"ARPE19","B",1.29800588235294
"126",0.34,0.03,4.5,6,64.3788,25.1424,0.445658,0.0205251,0,0,"ARPE19","B",1.31075882352941
"127",0.34,0.03,4.5,6,56.5631,27.8785,0.450092,0.0200499,0,0,"ARPE19","B",1.3238
"128",0.34,0.03,4.5,6,49.6811,30.9124,0.454671,0.0195457,0,0,"ARPE19","B",1.33726764705882
"129",0.34,0.03,4.5,6,43.8009,34.2765,0.459287,0.0190202,0,0,"ARPE19","B",1.35084411764706
"130",0.34,0.03,4.5,6,38.6156,38.0066,0.464019,0.0184627,0,0,"ARPE19","B",1.36476176470588
"131",0.34,0.03,4.5,6,33.9386,42.1427,0.468947,0.0178619,0,0,"ARPE19","B",1.37925588235294
"132",0.34,0.03,4.5,6,29.8029,46.7289,0.473999,0.0172201,0,0,"ARPE19","B",1.39411470588235
"133",0.34,0.03,4.5,6,25.7671,51.8142,0.479635,0.0164851,0,0,"ARPE19","B",1.41069117647059
"134",0.34,0.03,4.5,6,22.7636,57.4529,0.484646,0.0157742,0,0,"ARPE19","B",1.42542941176471
"135",0.34,0.03,4.5,6,20.3669,63.7052,0.489205,0.0150663,0,0,"ARPE19","B",1.43883823529412
"136",0.34,0.03,4.5,6,18.2742,70.6379,0.493572,0.0143287,0,0,"ARPE19","B",1.45168235294118
"137",0.34,0.03,4.5,6,16.3831,78.3251,0.497817,0.0135459,0,0,"ARPE19","B",1.46416764705882
"138",0.34,0.03,4.5,6,14.6694,86.8488,0.501888,0.012714,0,0,"ARPE19","B",1.47614117647059
"139",0.34,0.03,4.5,6,13.0972,96.3002,0.505765,0.011823,0,0,"ARPE19","B",1.48754411764706
"140",0.34,0.03,4.5,6,11.6426,106.78,0.510201,0.0108979,0,0,"ARPE19","B",1.50059117647059
"141",0.34,0.03,4.5,6,10.3176,118.4,0.515249,0.00994301,0,0,"ARPE19","B",1.51543823529412
"142",0.34,0.03,4.5,6,9.08325,131.285,0.520563,0.00891373,0,0,"ARPE19","B",1.53106764705882
"143",0.34,0.03,4.5,6,7.9904,145.573,0.525809,0.00784122,0,0,"ARPE19","B",1.54649705882353
"144",0.34,0.03,4.5,6,7.00068,161.415,0.53088,0.00670431,0,0,"ARPE19","B",1.56141176470588
"145",0.34,0.03,4.5,6,6.09791,178.981,0.536105,0.00551266,0,0,"ARPE19","B",1.57677941176471
"146",0.34,0.03,4.5,6,5.31577,198.458,0.540311,0.00430721,0,0,"ARPE19","B",1.58915
"147",0.34,0.03,4.5,6,4.62417,220.055,0.543743,0.00312693,0,0,"ARPE19","B",1.59924411764706
"148",0.34,0.03,4.5,6,4.0239,244.003,0.545149,0.00204096,0,0,"ARPE19","B",1.60337941176471
"149",0.34,0.03,4.5,6,3.49844,270.557,0.54329,0.00116195,0,0,"ARPE19","B",1.59791176470588
"150",0.34,0.03,4.5,6,3.04088,300,0.536475,0.000628855,0,0,"ARPE19","B",1.57786764705882
"151",0.34,0.03,4.5,6,142.557,20,0.427411,0.0222964,0,0,"ARPE19","C",1.25709117647059
"152",0.34,0.03,4.5,6,122.266,22.3478,0.431539,0.0218802,0,0,"ARPE19","C",1.26923235294118
"153",0.34,0.03,4.5,6,105.215,24.9712,0.435764,0.0214438,0,0,"ARPE19","C",1.28165882352941
"154",0.34,0.03,4.5,6,90.7771,27.9026,0.440093,0.0209845,0,0,"ARPE19","C",1.29439117647059
"155",0.34,0.03,4.5,6,78.7268,31.1781,0.444462,0.0205061,0,0,"ARPE19","C",1.30724117647059
"156",0.34,0.03,4.5,6,68.2423,34.8381,0.448971,0.0199963,0,0,"ARPE19","C",1.32050294117647
"157",0.34,0.03,4.5,6,59.3024,38.9277,0.453546,0.0194588,0,0,"ARPE19","C",1.33395882352941
"158",0.34,0.03,4.5,6,51.5957,43.4974,0.458198,0.0188889,0,0,"ARPE19","C",1.34764117647059
"159",0.34,0.03,4.5,6,44.9573,48.6036,0.462898,0.0182849,0,0,"ARPE19","C",1.36146470588235
"160",0.34,0.03,4.5,6,39.2618,54.3092,0.467597,0.0176465,0,0,"ARPE19","C",1.37528529411765
"161",0.34,0.03,4.5,6,34.2647,60.6846,0.472337,0.0169631,0,0,"ARPE19","C",1.38922647058824
"162",0.34,0.03,4.5,6,29.7038,67.8083,0.477263,0.0162112,0,0,"ARPE19","C",1.40371470588235
"163",0.34,0.03,4.5,6,25.4413,75.7684,0.482521,0.0153635,0,0,"ARPE19","C",1.41917941176471
"164",0.34,0.03,4.5,6,22.3389,84.6628,0.486878,0.0145466,0,0,"ARPE19","C",1.43199411764706
"165",0.34,0.03,4.5,6,19.8176,94.6014,0.490653,0.0137182,0,0,"ARPE19","C",1.44309705882353
"166",0.34,0.03,4.5,6,17.6226,105.707,0.493989,0.0128507,0,0,"ARPE19","C",1.45290882352941
"167",0.34,0.03,4.5,6,15.6384,118.116,0.496918,0.0119248,0,0,"ARPE19","C",1.46152352941176
"168",0.34,0.03,4.5,6,13.8324,131.981,0.499334,0.0109335,0,0,"ARPE19","C",1.46862941176471
"169",0.34,0.03,4.5,6,12.2193,147.474,0.501265,0.00989772,0,0,"ARPE19","C",1.47430882352941
"170",0.34,0.03,4.5,6,10.7198,164.787,0.504627,0.00885871,0,0,"ARPE19","C",1.48419705882353
"171",0.34,0.03,4.5,6,9.36755,184.131,0.507751,0.00776608,0,0,"ARPE19","C",1.49338529411765
"172",0.34,0.03,4.5,6,8.12743,205.746,0.510644,0.00660593,0,0,"ARPE19","C",1.50189411764706
"173",0.34,0.03,4.5,6,7.01567,229.899,0.513128,0.00540113,0,0,"ARPE19","C",1.5092
"174",0.34,0.03,4.5,6,6.01743,256.886,0.514957,0.00416277,0,0,"ARPE19","C",1.51457941176471
"175",0.34,0.03,4.5,6,5.13233,287.042,0.515588,0.00293354,0,0,"ARPE19","C",1.51643529411765
"176",0.34,0.03,4.5,6,4.37274,320.738,0.513885,0.00181522,0,0,"ARPE19","C",1.51142647058824
"177",0.34,0.03,4.5,6,3.71339,358.39,0.508309,0.000934503,0,0,"ARPE19","C",1.49502647058824
"178",0.34,0.03,4.5,6,3.14966,400.461,0.497089,0.000458318,0,0,"ARPE19","C",1.46202647058824
"179",0.34,0.03,4.5,6,2.67058,447.471,0.481847,0.00022139,0,0,"ARPE19","C",1.41719705882353
"180",0.34,0.03,4.5,6,2.21493,500,0.464293,0.000111655,0,0,"ARPE19","C",1.36556764705882
