"","alpha_x","beta_x","r_nucleus","D_t","specific_energy","let","alpha","beta","alpha_sigma","beta_sigma","cell","particle","RBE_alpha"
"67",0.34,0.03,4.5,5,18.3744,25.6352,0.644844,0,0,0,"ARPE19","Li",1.8966
"68",0.34,0.03,4.5,5,16.4924,28.0303,0.664639,0,0,0,"ARPE19","Li",1.95482058823529
"69",0.34,0.03,4.5,5,14.7934,30.6492,0.693176,0,0,0,"ARPE19","Li",2.03875294117647
"70",0.34,0.03,4.5,5,13.2665,33.5128,0.729391,0,0,0,"ARPE19","Li",2.14526764705882
"71",0.34,0.03,4.5,5,11.9006,36.6439,0.750274,0,0,0,"ARPE19","Li",2.20668823529412
"72",0.34,0.03,4.5,5,10.6848,40.0675,0.788694,0,0,0,"ARPE19","Li",2.31968823529412
"73",0.34,0.03,4.5,5,9.55217,43.811,0.827775,0,0,0,"ARPE19","Li",2.43463235294118
"74",0.34,0.03,4.5,5,8.55177,47.9043,0.880361,0,0,0,"ARPE19","Li",2.58929705882353
"75",0.34,0.03,4.5,5,7.67132,52.38,0.90649,0,0,0,"ARPE19","Li",2.66614705882353
"76",0.34,0.03,4.5,5,6.87496,57.2738,0.956565,0,0,0,"ARPE19","Li",2.81342647058824
"77",0.34,0.03,4.5,5,6.15937,62.6249,1.02675,0,0,0,"ARPE19","Li",3.01985294117647
"78",0.34,0.03,4.5,5,5.50263,68.476,1.08465,0,0,0,"ARPE19","Li",3.19014705882353
"79",0.34,0.03,4.5,5,4.92384,74.8737,1.14258,0,0,0,"ARPE19","Li",3.36052941176471
"80",0.34,0.03,4.5,5,4.40658,81.8691,1.18158,0,0,0,"ARPE19","Li",3.47523529411765
"81",0.34,0.03,4.5,5,3.93699,89.5181,1.24565,0,0,0,"ARPE19","Li",3.66367647058823
"82",0.34,0.03,4.5,5,3.52447,97.8818,1.30584,0,0,0,"ARPE19","Li",3.84070588235294
"83",0.34,0.03,4.5,5,3.15414,107.027,1.36153,0,0,0,"ARPE19","Li",4.0045
"84",0.34,0.03,4.5,5,2.817,117.026,1.43815,0,0,0,"ARPE19","Li",4.22985294117647
"85",0.34,0.03,4.5,5,2.51864,127.96,1.48499,0,0,0,"ARPE19","Li",4.36761764705882
"86",0.34,0.03,4.5,5,2.20325,139.916,1.55954,0,0,0,"ARPE19","Li",4.58688235294118
"87",0.34,0.03,4.5,5,1.8911,152.988,1.60747,0,0,0,"ARPE19","Li",4.72785294117647
"88",0.34,0.03,4.5,5,1.65793,167.282,1.6356,0,0,0,"ARPE19","Li",4.81058823529412
"89",0.34,0.03,4.5,5,1.45149,182.911,1.63593,0,0,0,"ARPE19","Li",4.81155882352941
"90",0.34,0.03,4.5,5,1.26999,200,1.6147,0,0,0,"ARPE19","Li",4.74911764705882
"91",0.34,0.03,4.5,5,70.0545,15,0.521786,0.0112782,0,0,"ARPE19","Be",1.53466470588235
"92",0.34,0.03,4.5,5,61.9193,16.5281,0.535242,0.00985651,0,0,"ARPE19","Be",1.57424117647059
"93",0.34,0.03,4.5,5,54.845,18.212,0.546227,0.00867453,0,0,"ARPE19","Be",1.60655
"94",0.34,0.03,4.5,5,48.6743,20.0673,0.557046,0.0074995,0,0,"ARPE19","Be",1.63837058823529
"95",0.34,0.03,4.5,5,43.1178,22.1117,0.573405,0.00575546,0,0,"ARPE19","Be",1.68648529411765
"96",0.34,0.03,4.5,5,38.2667,24.3644,0.591859,0.00378923,0,0,"ARPE19","Be",1.74076176470588
"97",0.34,0.03,4.5,5,34.0105,26.8465,0.612626,0.00157853,0,0,"ARPE19","Be",1.80184117647059
"98",0.34,0.03,4.5,5,30.1719,29.5815,0.630715,0,0,0,"ARPE19","Be",1.85504411764706
"99",0.34,0.03,4.5,5,26.5084,32.5951,0.663082,0,0,0,"ARPE19","Be",1.95024117647059
"100",0.34,0.03,4.5,5,23.5709,35.9158,0.690945,0,0,0,"ARPE19","Be",2.03219117647059
"101",0.34,0.03,4.5,5,21.0924,39.5748,0.707378,0,0,0,"ARPE19","Be",2.08052352941176
"102",0.34,0.03,4.5,5,18.9068,43.6065,0.745222,0,0,0,"ARPE19","Be",2.19182941176471
"103",0.34,0.03,4.5,5,17.0485,48.0489,0.779676,0,0,0,"ARPE19","Be",2.29316470588235
"104",0.34,0.03,4.5,5,15.3578,52.944,0.826708,0,0,0,"ARPE19","Be",2.43149411764706
"105",0.34,0.03,4.5,5,13.8375,58.3377,0.850786,0,0,0,"ARPE19","Be",2.50231176470588
"106",0.34,0.03,4.5,5,12.4314,64.2809,0.896311,0,0,0,"ARPE19","Be",2.63620882352941
"107",0.34,0.03,4.5,5,11.1427,70.8296,0.957016,0,0,0,"ARPE19","Be",2.81475294117647
"108",0.34,0.03,4.5,5,9.97082,78.0454,1.00048,0,0,0,"ARPE19","Be",2.94258823529412
"109",0.34,0.03,4.5,5,8.89391,85.9964,1.04767,0,0,0,"ARPE19","Be",3.08138235294118
"110",0.34,0.03,4.5,5,7.92719,94.7573,1.09969,0,0,0,"ARPE19","Be",3.23438235294118
"111",0.34,0.03,4.5,5,7.03306,104.411,1.14775,0,0,0,"ARPE19","Be",3.37573529411765
"112",0.34,0.03,4.5,5,6.22288,115.048,1.20628,0,0,0,"ARPE19","Be",3.54788235294118
"113",0.34,0.03,4.5,5,5.49958,126.768,1.25533,0,0,0,"ARPE19","Be",3.69214705882353
"114",0.34,0.03,4.5,5,4.8585,139.683,1.3158,0,0,0,"ARPE19","Be",3.87
"115",0.34,0.03,4.5,5,4.27525,153.913,1.35962,0,0,0,"ARPE19","Be",3.99888235294118
"116",0.34,0.03,4.5,5,3.767,169.593,1.39527,0,0,0,"ARPE19","Be",4.10373529411765
"117",0.34,0.03,4.5,5,3.31408,186.871,1.41541,0,0,0,"ARPE19","Be",4.16297058823529
"118",0.34,0.03,4.5,5,2.92237,205.909,1.41393,0,0,0,"ARPE19","Be",4.15861764705882
"119",0.34,0.03,4.5,5,2.57181,226.886,1.40914,0,0,0,"ARPE19","Be",4.14452941176471
"120",0.34,0.03,4.5,5,2.22349,250,1.36118,0,0,0,"ARPE19","Be",4.00347058823529
"121",0.34,0.03,4.5,5,126.761,15,0.501888,0.0133278,0,0,"ARPE19","B",1.47614117647059
"122",0.34,0.03,4.5,5,110.115,16.6324,0.514769,0.0119653,0,0,"ARPE19","B",1.51402647058824
"123",0.34,0.03,4.5,5,96.152,18.4424,0.531407,0.0102144,0,0,"ARPE19","B",1.56296176470588
"124",0.34,0.03,4.5,5,83.9456,20.4494,0.537968,0.00946859,0,0,"ARPE19","B",1.58225882352941
"125",0.34,0.03,4.5,5,73.4253,22.6748,0.551807,0.0079769,0,0,"ARPE19","B",1.62296176470588
"126",0.34,0.03,4.5,5,64.3788,25.1424,0.569577,0.00607569,0,0,"ARPE19","B",1.67522647058824
"127",0.34,0.03,4.5,5,56.5631,27.8785,0.590091,0.00388375,0,0,"ARPE19","B",1.73556176470588
"128",0.34,0.03,4.5,5,49.6811,30.9124,0.606732,0.00206632,0,0,"ARPE19","B",1.78450588235294
"129",0.34,0.03,4.5,5,43.8009,34.2765,0.640546,0,0,0,"ARPE19","B",1.88395882352941
"130",0.34,0.03,4.5,5,38.6156,38.0066,0.665239,0,0,0,"ARPE19","B",1.95658529411765
"131",0.34,0.03,4.5,5,33.9386,42.1427,0.6906,0,0,0,"ARPE19","B",2.03117647058823
"132",0.34,0.03,4.5,5,29.8029,46.7289,0.718237,0,0,0,"ARPE19","B",2.11246176470588
"133",0.34,0.03,4.5,5,25.7671,51.8142,0.756551,0,0,0,"ARPE19","B",2.22515
"134",0.34,0.03,4.5,5,22.7636,57.4529,0.797945,0,0,0,"ARPE19","B",2.34689705882353
"135",0.34,0.03,4.5,5,20.3669,63.7052,0.833791,0,0,0,"ARPE19","B",2.45232647058823
"136",0.34,0.03,4.5,5,18.2742,70.6379,0.881793,0,0,0,"ARPE19","B",2.59350882352941
"137",0.34,0.03,4.5,5,16.3831,78.3251,0.930029,0,0,0,"ARPE19","B",2.73537941176471
"138",0.34,0.03,4.5,5,14.6694,86.8488,0.958096,0,0,0,"ARPE19","B",2.81792941176471
"139",0.34,0.03,4.5,5,13.0972,96.3002,1.00561,0,0,0,"ARPE19","B",2.95767647058823
"140",0.34,0.03,4.5,5,11.6426,106.78,1.05503,0,0,0,"ARPE19","B",3.10302941176471
"141",0.34,0.03,4.5,5,10.3176,118.4,1.101,0,0,0,"ARPE19","B",3.23823529411765
"142",0.34,0.03,4.5,5,9.08325,131.285,1.14688,0,0,0,"ARPE19","B",3.37317647058823
"143",0.34,0.03,4.5,5,7.9904,145.573,1.23451,0,0,0,"ARPE19","B",3.63091176470588
"144",0.34,0.03,4.5,5,7.00068,161.415,1.24214,0,0,0,"ARPE19","B",3.65335294117647
"145",0.34,0.03,4.5,5,6.09791,178.981,1.28373,0,0,0,"ARPE19","B",3.77567647058824
"146",0.34,0.03,4.5,5,5.31577,198.458,1.29885,0,0,0,"ARPE19","B",3.82014705882353
"147",0.34,0.03,4.5,5,4.62417,220.055,1.30314,0,0,0,"ARPE19","B",3.83276470588235
"148",0.34,0.03,4.5,5,4.0239,244.003,1.30197,0,0,0,"ARPE19","B",3.82932352941176
"149",0.34,0.03,4.5,5,3.49844,270.557,1.24854,0,0,0,"ARPE19","B",3.67217647058823
"150",0.34,0.03,4.5,5,3.04088,300,1.19454,0,0,0,"ARPE19","B",3.51335294117647
"151",0.34,0.03,4.5,5,142.557,20,0.522858,0.0110596,0,0,"ARPE19","C",1.53781764705882
"152",0.34,0.03,4.5,5,122.266,22.3478,0.531749,0.0100691,0,0,"ARPE19","C",1.56396764705882
"153",0.34,0.03,4.5,5,105.215,24.9712,0.54827,0.00829363,0,0,"ARPE19","C",1.61255882352941
"154",0.34,0.03,4.5,5,90.7771,27.9026,0.566895,0.00628939,0,0,"ARPE19","C",1.66733823529412
"155",0.34,0.03,4.5,5,78.7268,31.1781,0.587312,0.00408697,0,0,"ARPE19","C",1.72738823529412
"156",0.34,0.03,4.5,5,68.2423,34.8381,0.608536,0.00178382,0,0,"ARPE19","C",1.78981176470588
"157",0.34,0.03,4.5,5,59.3024,38.9277,0.638829,0,0,0,"ARPE19","C",1.87890882352941
"158",0.34,0.03,4.5,5,51.5957,43.4974,0.669683,0,0,0,"ARPE19","C",1.96965588235294
"159",0.34,0.03,4.5,5,44.9573,48.6036,0.699166,0,0,0,"ARPE19","C",2.05637058823529
"160",0.34,0.03,4.5,5,39.2618,54.3092,0.727155,0,0,0,"ARPE19","C",2.13869117647059
"161",0.34,0.03,4.5,5,34.2647,60.6846,0.770889,0,0,0,"ARPE19","C",2.26732058823529
"162",0.34,0.03,4.5,5,29.7038,67.8083,0.821939,0,0,0,"ARPE19","C",2.41746764705882
"163",0.34,0.03,4.5,5,25.4413,75.7684,0.860626,0,0,0,"ARPE19","C",2.53125294117647
"164",0.34,0.03,4.5,5,22.3389,84.6628,0.90915,0,0,0,"ARPE19","C",2.67397058823529
"165",0.34,0.03,4.5,5,19.8176,94.6014,0.956742,0,0,0,"ARPE19","C",2.81394705882353
"166",0.34,0.03,4.5,5,17.6226,105.707,0.985429,0,0,0,"ARPE19","C",2.89832058823529
"167",0.34,0.03,4.5,5,15.6384,118.116,1.03071,0,0,0,"ARPE19","C",3.0315
"168",0.34,0.03,4.5,5,13.8324,131.981,1.07776,0,0,0,"ARPE19","C",3.16988235294118
"169",0.34,0.03,4.5,5,12.2193,147.474,1.11323,0,0,0,"ARPE19","C",3.27420588235294
"170",0.34,0.03,4.5,5,10.7198,164.787,1.16277,0,0,0,"ARPE19","C",3.41991176470588
"171",0.34,0.03,4.5,5,9.36755,184.131,1.20201,0,0,0,"ARPE19","C",3.53532352941176
"172",0.34,0.03,4.5,5,8.12743,205.746,1.21954,0,0,0,"ARPE19","C",3.58688235294118
"173",0.34,0.03,4.5,5,7.01567,229.899,1.22425,0,0,0,"ARPE19","C",3.60073529411765
"174",0.34,0.03,4.5,5,6.01743,256.886,1.20985,0,0,0,"ARPE19","C",3.55838235294118
"175",0.34,0.03,4.5,5,5.13233,287.042,1.17022,0,0,0,"ARPE19","C",3.44182352941176
"176",0.34,0.03,4.5,5,4.37274,320.738,1.11387,0,0,0,"ARPE19","C",3.27608823529412
"177",0.34,0.03,4.5,5,3.71339,358.39,1.04357,0,0,0,"ARPE19","C",3.06932352941176
"178",0.34,0.03,4.5,5,3.14966,400.461,0.96503,0,0,0,"ARPE19","C",2.83832352941176
"179",0.34,0.03,4.5,5,2.67058,447.471,0.876181,0,0,0,"ARPE19","C",2.57700294117647
"180",0.34,0.03,4.5,5,2.21493,500,0.790794,0,0,0,"ARPE19","C",2.32586470588235
