"","alpha_x","beta_x","r_nucleus","D_t","specific_energy","let","alpha","beta","alpha_sigma","beta_sigma","cell","particle","RBE_alpha"
"123",0.34,0.03,4.5,6,96.152,18.4424,0.392379,0.0252757,0,0,"ARPE19","B",1.15405588235294
"124",0.34,0.03,4.5,6,83.9456,20.4494,0.39876,0.0246767,0,0,"ARPE19","B",1.17282352941176
"125",0.34,0.03,4.5,6,73.4253,22.6748,0.404467,0.0241238,0,0,"ARPE19","B",1.18960882352941
"126",0.34,0.03,4.5,6,64.3788,25.1424,0.409973,0.0235756,0,0,"ARPE19","B",1.20580294117647
"127",0.34,0.03,4.5,6,56.5631,27.8785,0.415893,0.0229776,0,0,"ARPE19","B",1.22321470588235
"128",0.34,0.03,4.5,6,49.6811,30.9124,0.42284,0.0222744,0,0,"ARPE19","B",1.24364705882353
"129",0.34,0.03,4.5,6,43.8009,34.2765,0.429072,0.0216133,0,0,"ARPE19","B",1.26197647058824
"130",0.34,0.03,4.5,6,38.6156,38.0066,0.436631,0.0208155,0,0,"ARPE19","B",1.28420882352941
"131",0.34,0.03,4.5,6,33.9386,42.1427,0.444547,0.019959,0,0,"ARPE19","B",1.30749117647059
"132",0.34,0.03,4.5,6,29.8029,46.7289,0.454475,0.0188974,0,0,"ARPE19","B",1.33669117647059
"133",0.34,0.03,4.5,6,25.7671,51.8142,0.464776,0.0177585,0,0,"ARPE19","B",1.36698823529412
"134",0.34,0.03,4.5,6,22.7636,57.4529,0.475529,0.0165501,0,0,"ARPE19","B",1.39861470588235
"135",0.34,0.03,4.5,6,20.3669,63.7052,0.485986,0.0153307,0,0,"ARPE19","B",1.42937058823529
"136",0.34,0.03,4.5,6,18.2742,70.6379,0.497412,0.0139807,0,0,"ARPE19","B",1.46297647058824
"137",0.34,0.03,4.5,6,16.3831,78.3251,0.511893,0.0123117,0,0,"ARPE19","B",1.50556764705882
"138",0.34,0.03,4.5,6,14.6694,86.8488,0.525303,0.0106741,0,0,"ARPE19","B",1.54500882352941
"139",0.34,0.03,4.5,6,13.0972,96.3002,0.543257,0.00857714,0,0,"ARPE19","B",1.59781470588235
"140",0.34,0.03,4.5,6,11.6426,106.78,0.562789,0.00636663,0,0,"ARPE19","B",1.65526176470588
"141",0.34,0.03,4.5,6,10.3176,118.4,0.589456,0.00360291,0,0,"ARPE19","B",1.73369411764706
"142",0.34,0.03,4.5,6,9.08325,131.285,0.620376,0.000389778,0,0,"ARPE19","B",1.82463529411765
"143",0.34,0.03,4.5,6,7.9904,145.573,0.648863,0,0,0,"ARPE19","B",1.90842058823529
"144",0.34,0.03,4.5,6,7.00068,161.415,0.695116,0,0,0,"ARPE19","B",2.04445882352941
"145",0.34,0.03,4.5,6,6.09791,178.981,0.734648,0,0,0,"ARPE19","B",2.16072941176471
"146",0.34,0.03,4.5,6,5.31577,198.458,0.788059,0,0,0,"ARPE19","B",2.31782058823529
"147",0.34,0.03,4.5,6,4.62417,220.055,0.831136,0,0,0,"ARPE19","B",2.44451764705882
"148",0.34,0.03,4.5,6,4.0239,244.003,0.870203,0,0,0,"ARPE19","B",2.55942058823529
"149",0.34,0.03,4.5,6,3.49844,270.557,0.916906,0,0,0,"ARPE19","B",2.69678235294118
"150",0.34,0.03,4.5,6,3.04088,300,0.947913,0,0,0,"ARPE19","B",2.78797941176471
"151",0.34,0.03,4.5,6,142.557,20,0.384603,0.0259511,0,0,"ARPE19","C",1.13118529411765
"152",0.34,0.03,4.5,6,122.266,22.3478,0.38994,0.0254393,0,0,"ARPE19","C",1.14688235294118
"153",0.34,0.03,4.5,6,105.215,24.9712,0.396578,0.0248044,0,0,"ARPE19","C",1.16640588235294
"154",0.34,0.03,4.5,6,90.7771,27.9026,0.402241,0.0242382,0,0,"ARPE19","C",1.18306176470588
"155",0.34,0.03,4.5,6,78.7268,31.1781,0.407917,0.0236546,0,0,"ARPE19","C",1.19975588235294
"156",0.34,0.03,4.5,6,68.2423,34.8381,0.41477,0.0229499,0,0,"ARPE19","C",1.21991176470588
"157",0.34,0.03,4.5,6,59.3024,38.9277,0.420682,0.0223029,0,0,"ARPE19","C",1.2373
"158",0.34,0.03,4.5,6,51.5957,43.4974,0.428066,0.0215022,0,0,"ARPE19","C",1.25901764705882
"159",0.34,0.03,4.5,6,44.9573,48.6036,0.436232,0.0206019,0,0,"ARPE19","C",1.28303529411765
"160",0.34,0.03,4.5,6,39.2618,54.3092,0.444217,0.0196805,0,0,"ARPE19","C",1.30652058823529
"161",0.34,0.03,4.5,6,34.2647,60.6846,0.45388,0.0185693,0,0,"ARPE19","C",1.33494117647059
"162",0.34,0.03,4.5,6,29.7038,67.8083,0.463904,0.0173711,0,0,"ARPE19","C",1.36442352941176
"163",0.34,0.03,4.5,6,25.4413,75.7684,0.476131,0.0159105,0,0,"ARPE19","C",1.40038529411765
"164",0.34,0.03,4.5,6,22.3389,84.6628,0.488507,0.0143879,0,0,"ARPE19","C",1.43678529411765
"165",0.34,0.03,4.5,6,19.8176,94.6014,0.500995,0.0127923,0,0,"ARPE19","C",1.47351470588235
"166",0.34,0.03,4.5,6,17.6226,105.707,0.516153,0.0108871,0,0,"ARPE19","C",1.51809705882353
"167",0.34,0.03,4.5,6,15.6384,118.116,0.53215,0.00882053,0,0,"ARPE19","C",1.56514705882353
"168",0.34,0.03,4.5,6,13.8324,131.981,0.550693,0.00643792,0,0,"ARPE19","C",1.61968529411765
"169",0.34,0.03,4.5,6,12.2193,147.474,0.572964,0.00370083,0,0,"ARPE19","C",1.68518823529412
"170",0.34,0.03,4.5,6,10.7198,164.787,0.600806,0.00061434,0,0,"ARPE19","C",1.76707647058823
"171",0.34,0.03,4.5,6,9.36755,184.131,0.635863,0,0,0,"ARPE19","C",1.87018529411765
"172",0.34,0.03,4.5,6,8.12743,205.746,0.674362,0,0,0,"ARPE19","C",1.98341764705882
"173",0.34,0.03,4.5,6,7.01567,229.899,0.715084,0,0,0,"ARPE19","C",2.10318823529412
"174",0.34,0.03,4.5,6,6.01743,256.886,0.752926,0,0,0,"ARPE19","C",2.21448823529412
"175",0.34,0.03,4.5,6,5.13233,287.042,0.792989,0,0,0,"ARPE19","C",2.33232058823529
"176",0.34,0.03,4.5,6,4.37274,320.738,0.828447,0,0,0,"ARPE19","C",2.43660882352941
"177",0.34,0.03,4.5,6,3.71339,358.39,0.843053,0,0,0,"ARPE19","C",2.47956764705882
"178",0.34,0.03,4.5,6,3.14966,400.461,0.841367,0,0,0,"ARPE19","C",2.47460882352941
"179",0.34,0.03,4.5,6,2.67058,447.471,0.814922,0,0,0,"ARPE19","C",2.39682941176471
"180",0.34,0.03,4.5,6,2.21493,500,0.7667,0,0,0,"ARPE19","C",2.255
